account_id,hospital_id,hospital_name,metric_date,smartplace_inflow,metadata
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-03-11,33,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-03-12,13,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-03-13,38,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-03-14,36,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-03-15,20,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-03-16,38,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-03-17,21,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-03-18,59,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-03-19,53,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-03-20,48,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-03-21,41,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-03-22,138,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-03-23,137,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-03-24,101,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-03-25,64,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-03-26,81,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-03-27,80,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-03-28,81,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-03-29,73,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-03-30,56,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-03-31,88,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-01,72,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-02,83,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-03,43,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-04,43,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-05,68,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-06,51,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-07,97,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-08,97,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-09,84,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-10,41,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-11,65,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-12,73,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-13,72,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-14,63,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-15,50,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-16,80,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-17,43,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-18,60,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-19,48,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-20,61,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-21,37,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-22,50,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-23,54,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-24,34,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-25,51,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-26,44,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-27,54,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-28,50,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-29,45,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-04-30,45,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-05-01,24,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-05-02,70,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-05-03,73,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-05-04,69,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-05-05,51,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-05-06,75,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-05-07,62,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-05-08,43,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-05-09,52,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-05-10,46,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-05-11,57,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-05-12,56,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-05-13,55,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-05-14,39,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-05-15,33,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-05-16,86,{}
b_amc,c485b488-0968-4983-a1e5-7b46568833c4,,2024-05-17,59,{}
